lat,lon,id
41.148522,-8.585676,T1
41.148638999999996,-8.585712000000001,T1
41.148855000000005,-8.585685000000002,T1
41.148855000000005,-8.585685000000002,T1
41.14892699999999,-8.585730000000002,T1
41.148962999999995,-8.585982,T1
41.148962999999995,-8.585982,T1
41.1489585,-8.586189000000001,T1
41.148954,-8.586396,T1
41.148954,-8.586396,T1
41.148837,-8.586234000000001,T1
41.14872,-8.586072000000001,T1
41.14872,-8.586072,T1
41.148545399999996,-8.5861224,T1
41.148370799999995,-8.586172800000002,T1
41.148196199999994,-8.586223200000003,T1
41.14802159999999,-8.586273600000004,T1
41.14784699999999,-8.586324000000005,T1
41.147847,-8.586324000000001,T1
41.14775025,-8.586492750000001,T1
41.147653500000004,-8.586661500000002,T1
41.14755675000001,-8.586830250000002,T1
41.14746000000001,-8.586999000000002,T1
41.147459999999995,-8.586999,T1
41.147307,-8.5867875,T1
41.147154,-8.586575999999999,T1
41.14557,-8.610876000000001,T2
41.145579000000005,-8.610858,T2
41.145768,-8.610903,T2
41.145768,-8.610903,T2
41.145908999999996,-8.61075,T2
41.146049999999995,-8.610596999999999,T2
41.146190999999995,-8.610443999999998,T2
41.146190999999995,-8.610444,T2
41.1462855,-8.610277499999999,T2
41.14638,-8.610111,T2
41.146474500000004,-8.609944500000001,T2
41.14656900000001,-8.609778000000002,T2
41.14666350000001,-8.609611500000003,T2
41.14675800000001,-8.609445000000004,T2
41.146758,-8.609445000000001,T2
41.146878,-8.609262000000001,T2
41.146998,-8.609079000000001,T2
41.147118000000006,-8.608896000000001,T2
41.147118,-8.608896,T2
41.147127,-8.608968,T2
41.1473295,-8.6088375,T2
41.147532,-8.608706999999999,T2
41.147532000000005,-8.608707,T2
41.147727,-8.608587,T2
41.147922,-8.608467,T2
41.148117,-8.608346999999998,T2
41.148117000000006,-8.608347,T2
41.148351000000005,-8.608149,T2
41.148351000000005,-8.608149,T2
41.148576000000006,-8.608041,T2
41.148576000000006,-8.608041,T2
41.148747,-8.60794425,T2
41.148917999999995,-8.607847499999998,T2
41.14908899999999,-8.607750749999997,T2
41.149259999999984,-8.607653999999997,T2
41.14926,-8.607654,T2
41.149473,-8.607552,T2
41.149686,-8.60745,T2
41.149899000000005,-8.607348,T2
41.149899000000005,-8.607348000000002,T2
41.149899000000005,-8.607393,T2
41.149962,-8.607357,T2
41.1501315,-8.607267,T2
41.150301,-8.607177,T2
41.1504705,-8.607087,T2
41.150639999999996,-8.606997,T2
41.150809499999994,-8.606907,T2
41.15097899999999,-8.606817,T2
41.150979,-8.606817,T2
41.1511662,-8.6067252,T2
41.1513534,-8.6066334,T2
41.1515406,-8.6065416,T2
41.151727799999996,-8.6064498,T2
41.151914999999995,-8.606358,T2
41.151914999999995,-8.606358,T2
41.1520896,-8.6062302,T2
41.1522642,-8.606102400000001,T2
41.1524388,-8.605974600000001,T2
41.1526134,-8.605846800000002,T2
41.152788,-8.605719000000002,T2
41.152788,-8.605719,T2
41.1528942,-8.6055714,T2
41.153000399999996,-8.6054238,T2
41.153106599999994,-8.6052762,T2
41.15321279999999,-8.6051286,T2
41.15331899999999,-8.604981,T2
41.153318999999996,-8.604981,T2
41.1535242,-8.6049414,T2
41.1537294,-8.604901799999999,T2
41.15393460000001,-8.604862199999998,T2
41.15413980000001,-8.604822599999997,T2
41.15434500000001,-8.604782999999996,T2
41.154345,-8.604783,T2
41.154372,-8.604828,T2
41.1545682,-8.6048226,T2
41.1547644,-8.604817200000001,T2
41.154960599999995,-8.604811800000002,T2
41.15515679999999,-8.604806400000003,T2
41.15535299999999,-8.604801000000004,T2
41.158197,-8.604522,T2334
41.158391,-8.604521,T2334
41.158585,-8.60452,T2334
41.158779,-8.604519000000002,T2334
41.158973,-8.604518000000002,T2334
41.159167000000004,-8.604517000000003,T2334
41.159361000000004,-8.604516000000004,T2334
41.159555000000005,-8.604515000000005,T2334
41.159749000000005,-8.604514000000005,T2334
41.159943000000005,-8.604513000000006,T2334
41.159943000000005,-8.604513,T2334
41.16014700000001,-8.604468,T2334
41.16035100000001,-8.604423,T2334
41.160555000000016,-8.604378,T2334
41.16055500000001,-8.604377999999999,T2334
41.1606,-8.604377999999999,T2334
41.160644999999995,-8.604369,T2334
41.160807,-8.60436,T2334
41.160991499999994,-8.604261000000001,T2334
41.161176,-8.604162000000002,T2334
41.161176,-8.604162,T2334
41.161248,-8.604126,T2334
41.16129300000001,-8.60409,T2334
41.161266000000005,-8.60409,T2334
41.161239,-8.604108,T2334
41.161194,-8.604126,T2334
41.161275,-8.604135,T2334
41.1614685,-8.60407875,T2334
41.16166199999999,-8.6040225,T2334
41.16185549999999,-8.60396625,T2334
41.16204899999998,-8.603909999999999,T2334
41.148558,-8.585739,T3
41.148828,-8.585730000000002,T3
41.148828,-8.585730000000002,T3
41.14897200000001,-8.585721,T3
41.148987000000005,-8.58591,T3
41.149002,-8.586099,T3
41.149017,-8.586288000000001,T3
41.14901700000001,-8.586288,T3
41.148792,-8.586202499999999,T3
41.14856699999999,-8.586116999999998,T3
41.14856699999999,-8.586117,T3
41.148315000000004,-8.586198,T3
41.148315000000004,-8.586198,T3
41.148117,-8.5862385,T3
41.147918999999995,-8.586279000000001,T3
41.147918999999995,-8.586279000000001,T3
41.14780019999999,-8.5864536,T3
41.14768139999999,-8.5866282,T3
41.147562599999986,-8.5868028,T3
41.147443799999984,-8.586977399999999,T3
41.14732499999998,-8.587151999999998,T3
41.145651,-8.579511,T3463
41.145858000000004,-8.579348999999999,T3463
41.145858000000004,-8.579348999999999,T3463
41.146083000000004,-8.579290499999999,T3463
41.146308000000005,-8.579232,T3463
41.153292,-8.581517999999999,T3569
41.153427,-8.581643999999999,T3569
41.153562,-8.581769999999999,T3569
41.153697,-8.581895999999999,T3569
41.153832,-8.582021999999998,T3569
41.153832,-8.582022,T3569
41.154018,-8.582151,T3569
41.154204,-8.582279999999999,T3569
41.15439,-8.582408999999998,T3569
41.15439000000001,-8.582409,T3569
41.15456100000001,-8.582499,T3569
41.15473200000001,-8.582589,T3569
41.15490300000001,-8.582679,T3569
41.154903000000004,-8.582679,T3569
41.155128000000005,-8.582751,T3569
41.155353000000005,-8.582823,T3569
41.155578000000006,-8.582894999999999,T3569
41.155578,-8.582895,T3569
41.1557598,-8.582913000000001,T3569
41.1559416,-8.582931000000002,T3569
41.1561234,-8.582949000000003,T3569
41.1563052,-8.582967000000004,T3569
41.156487,-8.582985000000004,T3569
41.156487,-8.582985,T3569
41.156739,-8.582967,T3569
41.156991000000005,-8.582949,T3569
41.156991,-8.582949,T3569
41.15718675,-8.582897249999998,T3569
41.157382500000004,-8.582845499999998,T3569
41.15757825000001,-8.582793749999997,T3569
41.15777400000001,-8.582741999999996,T3569
41.157774,-8.582742,T3569
41.15797800000001,-8.582664,T3569
41.15818200000001,-8.582586,T3569
41.158386000000014,-8.582507999999999,T3569
41.15838600000001,-8.582508,T3569
41.1585795,-8.582427000000001,T3569
41.158773,-8.582346000000001,T3569
41.158773,-8.582346000000001,T3569
41.158947,-8.582274000000002,T3569
41.159121,-8.582202000000002,T3569
41.159295,-8.582130000000003,T3569
41.15929500000001,-8.582130000000001,T3569
41.15946400000001,-8.58206,T3569
41.15963300000001,-8.58199,T3569
41.159802000000006,-8.581919999999998,T3569
41.159971000000006,-8.581849999999998,T3569
41.160140000000006,-8.581779999999997,T3569
41.160309000000005,-8.581709999999996,T3569
41.160478000000005,-8.581639999999995,T3569
41.160647000000004,-8.581569999999994,T3569
41.160816000000004,-8.581499999999993,T3569
41.160816000000004,-8.5815,T3569
41.161005900000006,-8.5814478,T3569
41.16119580000001,-8.581395599999999,T3569
41.16138570000001,-8.581343399999998,T3569
41.16157560000001,-8.581291199999997,T3569
41.161765500000016,-8.581238999999997,T3569
41.16195540000002,-8.581186799999996,T3569
41.16214530000002,-8.581134599999995,T3569
41.16233520000002,-8.581082399999994,T3569
41.162525100000025,-8.581030199999994,T3569
41.16271500000003,-8.580977999999993,T3569
41.165361000000004,-8.577621,T3985
41.165415,-8.577513,T3985
41.165577,-8.577427499999999,T3985
41.165739,-8.577341999999998,T3985
41.165739,-8.577342,T3985
41.1659145,-8.577243,T3985
41.16609,-8.577143999999999,T3985
41.166265499999994,-8.577044999999998,T3985
41.16644099999999,-8.576945999999998,T3985
41.141169,-8.613963,T4
41.141124000000005,-8.614125000000001,T4
41.141084400000004,-8.614317600000001,T4
41.1410448,-8.614510200000002,T4
41.1410052,-8.614702800000002,T4
41.1409656,-8.614895400000002,T4
41.140926,-8.615088000000002,T4
41.140926,-8.615088,T4
41.140818,-8.615276999999999,T4
41.140818,-8.615276999999999,T4
41.140809000000004,-8.615259,T4
41.1408,-8.615241000000001,T4
41.140818,-8.615052,T4
41.140818,-8.615052,T4
41.140899,-8.614844999999999,T4
41.14097999999999,-8.614638,T4
41.176125,-8.627967,T61199
41.17610700000001,-8.627985,T61199
41.17589550000001,-8.6278815,T61199
41.175684000000004,-8.627778,T61199
41.171922,-8.626221000000001,T612104
41.171895,-8.626419,T612104
41.171895,-8.626419,T612104
41.171904000000005,-8.626419,T612104
41.171913,-8.626428,T612104
41.171913,-8.626428,T612104
41.171913,-8.626419,T612104
41.171922,-8.626410000000002,T612104
41.171922,-8.626401,T612104
41.171930999999994,-8.626410000000002,T612104
41.171930999999994,-8.626410000000002,T612104
41.171930999999994,-8.626419,T612104
41.171922,-8.626419,T612104
41.171922,-8.626419,T612104
41.171913,-8.626419,T612104
41.171913,-8.626437000000001,T612104
41.171922,-8.626446,T612104
41.171913,-8.626446,T612104
41.171913,-8.626446,T612104
41.171913,-8.626437000000001,T612104
41.171913,-8.626428,T612104
41.171913,-8.626437000000001,T612104
41.171904000000005,-8.626437000000001,T612104
41.171904000000005,-8.626437000000001,T612104
41.171913,-8.626428,T612104
41.171904000000005,-8.626428,T612104
